Todos os Resultados da Mega Sena na ordem do sorteio | Rede Loteria,,,,,,,,,,
Conc.,Data,,,,,,,Gan.,Prêmio,Apostas
971,21/05/2008,04,14,33,44,11,45,0,,
970,17/05/2008,57,34,05,54,28,21,3,"3,712,467.76",
969,14/05/2008,56,35,50,13,41,25,1,"21,823,614.22",
968,10/05/2008,30,04,13,60,51,01,0,,
967,07/05/2008,18,14,57,30,13,05,0,,
966,03/05/2008,01,58,26,28,04,41,0,,
965,30/04/2008,36,39,57,58,05,30,0,,
964,26/04/2008,42,13,33,20,08,26,0,,
963,23/04/2008,37,17,15,50,48,59,0,,
962,19/04/2008,02,48,49,40,55,11,1,"13,272,508.39",
961,16/04/2008,16,53,02,04,21,36,0,,
960,12/04/2008,34,06,33,18,53,19,0,,
959,09/04/2008,57,03,05,11,33,39,0,,
958,05/04/2008,13,22,07,33,51,48,3,"978,205.14",
957,02/04/2008,50,32,25,34,57,24,0,,
956,29/03/2008,46,51,47,59,54,57,1,"1,385,109.95",
955,26/03/2008,35,05,32,21,33,12,2,"5,678,963.92",
954,22/03/2008,08,05,24,18,57,33,0,,
953,19/03/2008,55,48,01,39,16,42,1,"20,509,951.37",
952,15/03/2008,54,11,27,18,02,30,0,,
951,12/03/2008,49,24,39,34,55,14,0,,
950,08/03/2008,48,59,49,41,42,23,0,,
949,05/03/2008,44,01,51,52,41,23,0,,
948,01/03/2008,22,44,41,46,52,54,0,,
947,27/02/2008,33,11,03,58,14,05,1,"16,035,424.27",
946,23/02/2008,59,01,47,05,52,12,0,,
945,20/02/2008,44,08,59,54,04,27,0,,
944,16/02/2008,16,58,43,37,52,59,0,,
943,13/02/2008,47,41,58,03,23,12,1,"20,498,366.41",
942,09/02/2008,05,52,18,08,59,42,0,,
941,06/02/2008,11,15,10,27,60,53,0,,
940,02/02/2008,25,33,51,31,05,37,0,,
939,30/01/2008,06,23,19,50,37,49,0,,
938,26/01/2008,35,15,27,57,50,59,0,,
937,23/01/2008,22,41,02,30,21,52,0,,
936,19/01/2008,05,33,14,29,44,22,2,"8,699,137.89",
935,16/01/2008,07,45,18,13,29,31,0,,
934,12/01/2008,25,48,44,03,21,01,0,,
933,09/01/2008,25,39,45,51,08,14,0,,
932,05/01/2008,02,21,42,53,36,17,1,"19,685,655.01",
931,31/12/2007,17,34,07,36,39,19,0,,
930,22/12/2007,46,20,55,37,28,49,0,,
929,19/12/2007,16,49,35,39,57,27,0,,
928,15/12/2007,32,10,49,60,04,33,1,"5,077,029.42",
927,12/12/2007,36,26,31,23,19,33,0,,
926,08/12/2007,40,41,34,33,21,59,0,,
925,05/12/2007,52,37,46,08,22,36,1,"40,628,613.64",
924,01/12/2007,51,27,60,21,20,02,0,,
923,28/11/2007,53,39,02,50,57,15,0,,
922,24/11/2007,41,49,45,19,13,12,0,,
921,21/11/2007,35,41,01,57,09,48,0,,
920,17/11/2007,17,57,55,24,52,05,0,,
919,14/11/2007,43,25,41,60,31,03,0,,
918,10/11/2007,38,44,08,04,12,52,0,,
917,07/11/2007,23,59,25,47,46,30,0,,
916,03/11/2007,33,37,05,38,28,36,0,,
915,31/10/2007,20,28,49,26,17,48,1,"9,448,268.16",
914,27/10/2007,33,51,09,23,45,12,0,,
913,24/10/2007,30,14,59,36,46,38,1,"2,915,782.13",
912,20/10/2007,26,21,54,04,19,29,0,,
911,17/10/2007,49,46,01,29,06,28,1,"15,981,772.55",
910,13/10/2007,53,29,36,03,15,27,0,,
909,10/10/2007,42,17,26,38,28,22,0,,
908,06/10/2007,19,01,09,25,50,52,0,,
907,03/10/2007,09,41,53,37,36,51,0,,
906,29/09/2007,35,39,29,24,07,14,1,"1,583,115.71",
905,26/09/2007,04,15,57,55,02,16,1,"18,405,503.18",
904,22/09/2007,32,44,59,53,48,51,0,,
903,19/09/2007,17,05,32,55,20,41,0,,
902,15/09/2007,52,55,23,50,58,18,0,,
901,12/09/2007,32,34,16,13,56,33,0,,
900,08/09/2007,04,21,59,18,38,34,1,"23,334,752.92",
899,05/09/2007,58,18,54,36,53,20,0,,
898,01/09/2007,04,08,03,54,45,30,2,"27,782,053.83",
897,29/08/2007,21,57,46,22,07,43,0,,
896,25/08/2007,31,11,41,35,22,05,0,,
895,22/08/2007,02,55,41,43,57,58,0,,
894,18/08/2007,37,24,44,28,20,41,0,,
893,15/08/2007,56,53,51,26,18,03,0,,
892,11/08/2007,01,49,52,42,19,44,0,,
891,08/08/2007,15,22,19,35,34,16,0,,
890,04/08/2007,09,21,22,07,17,54,0,,
889,01/08/2007,34,54,20,39,60,24,0,,
888,28/07/2007,50,24,40,54,52,60,1,"18,947,548.96",
887,25/07/2007,44,12,32,21,01,34,0,,
886,21/07/2007,50,55,37,33,59,17,0,,
885,18/07/2007,13,04,31,33,47,51,0,,
884,14/07/2007,22,11,02,14,39,12,0,,
883,11/07/2007,21,37,60,32,52,53,0,,
882,07/07/2007,42,45,44,60,41,17,1,"21,492,982.24",
881,04/07/2007,43,24,04,51,18,56,0,,
880,30/06/2007,51,30,49,25,37,46,0,,
879,27/06/2007,29,10,46,35,42,28,0,,
878,23/06/2007,37,12,43,38,11,54,0,,
877,20/06/2007,13,15,20,31,28,36,0,,
876,16/06/2007,04,12,41,45,60,08,0,,
875,13/06/2007,53,18,36,58,24,20,1,"26,631,943.24",
874,09/06/2007,59,20,52,42,44,10,0,,
873,06/06/2007,57,59,04,34,19,30,0,,
872,02/06/2007,18,55,58,43,31,05,0,,
871,30/05/2007,17,05,58,01,47,10,0,,
870,26/05/2007,52,08,43,34,40,21,0,,
869,23/05/2007,29,42,50,51,49,27,1,"16,192,436.64",
868,19/05/2007,57,51,21,22,25,40,0,,
867,16/05/2007,54,26,28,19,44,10,0,,
866,12/05/2007,36,48,27,40,05,46,0,,
865,09/05/2007,27,23,41,51,26,53,0,,
864,05/05/2007,31,11,33,42,57,08,0,,
863,02/05/2007,32,53,50,57,15,24,0,,
862,28/04/2007,19,35,12,02,11,08,1,"1,152,211.30",
861,25/04/2007,42,40,60,59,47,39,1,"10,840,760.96",
860,23/04/2007,22,08,17,42,44,02,0,,
859,18/04/2007,46,47,12,57,34,09,0,,
858,14/04/2007,31,37,54,23,04,18,2,"8,889,537.74",
857,11/04/2007,17,59,49,02,03,50,0,,
856,07/04/2007,11,40,41,47,15,42,0,,
855,04/04/2007,42,03,24,53,43,31,0,,
854,31/03/2007,17,03,24,27,44,25,0,,
853,28/03/2007,51,30,59,46,38,56,0,,
852,24/03/2007,14,38,06,23,44,34,0,,
851,21/03/2007,16,32,35,58,19,03,3,"4,966,312.44",
850,17/03/2007,60,22,59,25,44,07,0,,
849,14/03/2007,08,39,09,58,44,49,0,,
848,10/03/2007,56,34,17,32,47,27,1,"1,351,049.04",
847,07/03/2007,42,14,44,27,15,48,1,"40,484,388.84",
846,03/03/2007,47,54,02,50,03,44,0,,
845,28/02/2007,40,48,19,20,14,52,0,,
844,24/02/2007,54,24,44,57,34,16,0,,
843,17/02/2007,34,48,01,16,45,36,0,,
842,14/02/2007,51,44,60,09,07,30,0,,
841,10/02/2007,36,51,32,22,38,07,0,,
840,07/02/2007,43,29,35,59,31,17,0,,
839,03/02/2007,11,18,08,07,37,43,0,,
838,31/01/2007,09,30,47,38,23,44,0,,
837,27/01/2007,16,05,24,34,06,60,1,"25,067,473.09",
836,24/01/2007,28,22,38,17,52,59,0,,
835,20/01/2007,58,31,57,49,33,18,0,,
834,17/01/2007,44,10,17,16,51,34,1,"2,820,323.56",
833,13/01/2007,53,58,57,16,46,13,0,,
832,10/01/2007,17,49,15,33,39,23,1,"52,807,317.17",
831,06/01/2007,03,50,48,42,32,33,0,,
830,03/01/2007,53,51,02,41,13,49,0,,
829,31/12/2006,32,50,14,47,10,56,0,,
828,23/12/2006,23,50,53,42,28,38,0,,
827,21/12/2006,24,56,30,51,42,18,0,,
826,19/12/2006,45,06,08,07,53,27,0,,
825,16/12/2006,28,21,40,10,41,47,0,,
824,13/12/2006,33,48,06,07,20,09,0,,
823,09/12/2006,15,26,59,01,54,51,0,,
822,06/12/2006,04,17,41,10,27,52,0,,
821,02/12/2006,04,29,38,36,33,42,0,,
820,29/11/2006,17,45,32,21,10,46,2,"13,046,320.38",
819,25/11/2006,51,05,58,46,25,19,0,,
818,22/11/2006,44,41,22,08,09,25,0,,
817,18/11/2006,34,43,29,30,10,52,0,,
816,16/11/2006,21,47,40,52,30,20,0,,
815,11/11/2006,57,50,09,39,37,19,0,,
814,08/11/2006,11,02,46,50,08,41,0,,
813,04/11/2006,23,15,56,46,09,45,0,,
812,01/11/2006,57,39,54,11,38,13,0,,
811,28/10/2006,32,57,28,41,10,47,2,"14,597,902.39",
810,25/10/2006,04,33,01,48,05,37,0,,
809,21/10/2006,25,23,11,05,30,15,0,,
808,18/10/2006,15,21,31,46,02,57,0,,
807,14/10/2006,08,27,02,32,56,49,0,,
806,12/10/2006,60,41,47,26,35,18,0,,
805,07/10/2006,30,02,48,60,43,36,0,,
804,04/10/2006,13,59,37,56,03,47,1,"34,172,202.25",
803,30/09/2006,10,57,28,03,05,21,0,,
802,27/09/2006,14,24,60,06,18,48,0,,
801,23/09/2006,20,22,11,19,48,42,0,,
800,20/09/2006,01,07,56,11,37,38,0,,
799,16/09/2006,29,35,19,57,42,55,0,,
798,13/09/2006,32,09,04,52,29,03,0,,
797,09/09/2006,58,48,52,47,12,06,0,,
796,06/09/2006,19,24,43,34,39,05,0,,
795,02/09/2006,14,36,21,29,26,48,0,,
794,30/08/2006,56,47,55,38,42,03,0,,
793,26/08/2006,03,51,33,15,16,57,0,,
792,23/08/2006,43,56,09,45,29,34,0,,
791,19/08/2006,42,35,19,09,14,58,1,"12,212,213.94",
790,16/08/2006,22,02,19,28,43,06,0,,
789,12/08/2006,60,39,31,38,06,50,0,,
788,09/08/2006,31,57,17,19,29,44,0,,
787,05/08/2006,37,31,20,60,34,54,0,,
786,02/08/2006,27,31,26,11,10,41,0,,
785,29/07/2006,35,05,37,08,48,17,1,"9,770,979.43",
784,26/07/2006,42,56,08,37,27,53,0,,
783,22/07/2006,43,21,48,08,04,32,1,"28,244,624.32",
782,19/07/2006,11,23,59,42,35,02,0,,
781,15/07/2006,10,54,08,39,56,13,0,,
780,12/07/2006,10,50,28,51,59,07,0,,
779,08/07/2006,36,54,52,25,29,26,0,,
778,05/07/2006,45,20,36,37,31,51,0,,
777,01/07/2006,14,50,23,02,28,56,0,,
776,28/06/2006,57,35,60,41,03,15,0,,
775,24/06/2006,27,12,46,47,42,50,0,,
774,21/06/2006,37,05,54,58,46,10,1,"16,319,071.08",
773,17/06/2006,03,05,51,29,34,14,0,,
772,14/06/2006,38,51,52,60,10,35,0,,
771,10/06/2006,29,46,34,47,21,14,0,,
770,07/06/2006,04,34,25,35,48,12,0,,
769,03/06/2006,20,21,50,29,12,16,0,,
768,31/05/2006,33,37,59,30,04,08,1,"21,024,430.31",
767,27/05/2006,22,50,32,38,54,15,0,,
766,24/05/2006,01,50,19,42,24,58,0,,
765,21/05/2006,03,37,50,16,30,10,0,,
764,18/05/2006,07,03,55,47,53,45,1,"40,539,530.90",
763,13/05/2006,40,47,01,48,09,26,0,,
762,10/05/2006,39,09,21,12,37,54,0,,
761,06/05/2006,56,29,17,13,27,40,0,,
760,03/05/2006,12,17,60,44,46,45,0,,
759,29/04/2006,59,39,30,31,48,45,0,,
758,26/04/2006,47,59,01,23,36,43,0,,
757,22/04/2006,17,32,12,18,58,30,0,,
756,19/04/2006,37,50,41,05,38,27,0,,
755,15/04/2006,59,30,47,12,04,49,0,,
754,12/04/2006,04,42,34,50,03,13,0,,
753,08/04/2006,59,35,43,22,07,02,1,"17,388,228.32",
752,05/04/2006,25,04,29,42,24,23,0,,
751,01/04/2006,04,25,38,50,20,07,0,,
750,29/03/2006,58,17,54,10,42,33,0,,
749,25/03/2006,24,47,04,57,48,50,0,,
748,22/03/2006,01,07,19,51,35,02,0,,
747,18/03/2006,21,23,56,12,03,02,0,,
746,15/03/2006,49,12,10,57,25,01,2,"6,995,681.58",
745,11/03/2006,21,57,37,16,43,02,0,,
744,08/03/2006,26,46,12,23,39,04,0,,
743,04/03/2006,54,20,32,60,25,23,0,,
742,01/03/2006,34,17,07,41,02,50,0,,
741,25/02/2006,26,39,27,24,59,36,0,,
740,22/02/2006,29,47,12,50,16,28,1,"26,132,814.65",
739,18/02/2006,06,45,56,49,35,10,0,,
738,15/02/2006,15,30,14,42,26,54,0,,
737,11/02/2006,33,12,24,38,11,32,0,,
736,08/02/2006,01,21,38,41,56,49,0,,
735,04/02/2006,40,42,15,52,38,09,0,,
734,01/02/2006,44,45,27,29,43,54,1,"16,726,569.98",
733,28/01/2006,12,26,31,43,46,02,0,,
732,25/01/2006,49,19,53,50,17,06,0,,
731,21/01/2006,35,06,15,23,28,16,0,,
730,18/01/2006,45,15,02,54,16,50,0,,
729,14/01/2006,33,56,18,57,43,05,1,"4,969,519.90",
728,11/01/2006,44,42,13,08,24,32,0,,
727,07/01/2006,14,42,12,04,59,30,0,,
726,04/01/2006,40,47,01,05,07,37,0,,
725,31/12/2005,49,09,03,35,37,41,2,"15,815,987.63",
724,21/12/2005,34,51,55,17,48,27,0,,
723,17/12/2005,16,06,52,01,36,50,0,,
722,14/12/2005,60,36,57,18,44,09,0,,
721,10/12/2005,14,03,23,55,36,25,0,,
720,07/12/2005,12,56,44,51,31,54,0,,
719,03/12/2005,39,47,37,53,32,03,0,,
718,30/11/2005,07,35,21,39,58,33,0,,
717,26/11/2005,28,35,41,17,06,23,0,,
716,23/11/2005,29,02,07,50,16,32,1,"945,382.75",
715,19/11/2005,54,36,12,04,33,24,3,"10,825,809.33",
714,16/11/2005,17,53,39,08,07,35,0,,
713,12/11/2005,46,01,26,16,12,54,0,,
712,09/11/2005,35,07,53,58,08,43,0,,
711,05/11/2005,10,05,41,59,40,33,0,,
710,29/10/2005,46,25,05,49,39,34,0,,
709,26/10/2005,29,22,44,09,06,04,0,,
708,22/10/2005,45,13,39,47,09,07,0,,
707,19/10/2005,51,08,01,43,10,36,2,"19,919,975.72",
706,15/10/2005,22,10,17,07,02,60,0,,
705,08/10/2005,03,15,11,13,26,43,0,,
704,05/10/2005,02,27,50,34,18,04,0,,
703,01/10/2005,30,24,02,45,11,27,0,,
702,28/09/2005,01,56,18,58,45,57,0,,
701,24/09/2005,13,01,31,23,60,48,0,,
700,21/09/2005,02,03,24,40,31,14,0,,
699,19/09/2005,53,17,50,23,54,48,0,,
698,14/09/2005,22,08,27,43,55,12,0,,
697,10/09/2005,53,35,32,31,28,51,0,,
696,03/09/2005,37,16,34,57,53,09,2,"19,251,302.49",
695,31/08/2005,13,40,21,52,06,11,0,,
694,27/08/2005,15,19,29,53,37,41,0,,
693,24/08/2005,14,50,41,17,31,13,0,,
692,20/08/2005,33,18,60,11,58,57,0,,
691,17/08/2005,55,16,58,08,37,50,0,,
690,13/08/2005,15,41,08,47,12,53,0,,
689,10/08/2005,06,60,07,31,49,51,0,,
688,06/08/2005,47,30,52,11,21,35,0,,
687,03/08/2005,59,48,01,07,41,14,0,,
686,30/07/2005,33,05,04,54,15,26,0,,
685,27/07/2005,33,27,05,56,12,43,1,"44,331,219.78",
684,23/07/2005,50,37,33,40,19,17,0,,
683,20/07/2005,43,40,12,11,02,35,0,,
682,16/07/2005,60,37,47,36,04,27,0,,
681,13/07/2005,59,21,53,25,58,38,0,,
680,09/07/2005,44,02,26,05,03,22,0,,
679,06/07/2005,37,21,54,03,58,25,1,"51,890,452.61",
678,02/07/2005,44,46,31,14,40,42,0,,
677,29/06/2005,25,10,48,08,32,55,0,,
676,25/06/2005,49,32,15,09,41,42,0,,
675,22/06/2005,50,42,30,25,43,24,0,,
674,18/06/2005,22,32,18,29,42,38,0,,
673,15/06/2005,06,40,37,11,20,34,0,,
672,11/06/2005,43,34,53,38,28,24,0,,
671,08/06/2005,27,16,39,51,09,38,0,,
670,04/06/2005,42,59,58,37,48,22,0,,
669,01/06/2005,07,41,24,40,49,27,1,"2,170,216.15",
668,28/05/2005,49,33,56,02,14,01,0,,
667,25/05/2005,05,23,16,04,49,01,1,"34,263,173.55",
666,21/05/2005,07,26,16,29,45,55,0,,
665,18/05/2005,08,47,07,48,25,18,0,,
664,14/05/2005,12,01,55,59,38,36,0,,
663,11/05/2005,01,49,30,55,27,51,0,,
662,07/05/2005,04,60,56,25,18,23,0,,
661,04/05/2005,42,40,27,04,55,36,0,,
660,30/04/2005,53,05,38,54,46,11,0,,
659,27/04/2005,14,29,40,34,51,52,0,,
658,23/04/2005,41,20,36,03,11,06,0,,
657,20/04/2005,20,59,58,33,60,16,1,"11,354,235.39",
656,16/04/2005,59,37,46,36,35,51,0,,
655,13/04/2005,26,39,01,37,43,48,0,,
654,09/04/2005,10,11,56,40,41,06,1,"15,767,596.35",
653,06/04/2005,31,24,19,34,09,05,0,,
652,02/04/2005,24,18,57,56,10,20,0,,
651,30/03/2005,39,45,28,26,48,60,0,,
650,26/03/2005,53,59,25,29,10,24,0,,
649,23/03/2005,09,54,41,48,33,24,0,,
648,19/03/2005,05,48,23,42,45,29,3,"361,199.61",
647,16/03/2005,56,19,11,14,12,54,1,"17,603,353.15",
646,12/03/2005,13,47,60,32,49,10,0,,
645,09/03/2005,52,48,24,53,54,03,0,,
644,05/03/2005,57,29,31,27,34,14,0,,
643,02/03/2005,14,45,24,37,40,42,0,,
642,26/02/2005,51,17,56,36,44,40,0,,
641,23/02/2005,17,13,33,09,01,34,1,"31,923,289.19",
640,19/02/2005,12,42,59,46,19,60,0,,
639,16/02/2005,51,39,35,60,45,13,0,,
638,12/02/2005,42,10,50,41,11,36,0,,
637,05/02/2005,52,58,43,48,11,18,0,,
636,02/02/2005,30,32,34,50,28,26,0,,
635,29/01/2005,49,42,37,08,20,26,0,,
634,26/01/2005,13,41,24,42,10,56,0,,
633,22/01/2005,27,46,05,50,11,22,0,,
632,19/01/2005,02,54,48,51,19,28,0,,
631,15/01/2005,01,28,47,20,44,32,1,"10,579,247.17",
630,12/01/2005,16,53,20,60,12,45,0,,
629,08/01/2005,40,47,39,16,51,15,1,"1,104,456.38",
628,05/01/2005,08,16,22,56,58,30,1,"17,373,966.13",
627,29/12/2004,19,13,45,58,56,01,0,,
626,22/12/2004,49,08,22,18,07,39,0,,
625,18/12/2004,59,12,32,42,24,40,0,,
624,15/12/2004,39,23,34,52,08,43,1,"22,375,180.08",
623,11/12/2004,42,23,55,30,09,49,0,,
622,08/12/2004,59,27,19,29,50,38,0,,
621,04/12/2004,29,31,50,26,57,49,0,,
620,01/12/2004,22,01,29,13,32,03,0,,
619,27/11/2004,16,12,46,14,08,19,0,,
618,24/11/2004,60,10,03,08,24,13,0,,
617,20/11/2004,25,05,49,36,33,03,2,"17,791,387.59",
616,17/11/2004,24,16,26,54,12,02,0,,
615,13/11/2004,27,31,08,10,51,05,0,,
614,10/11/2004,60,31,12,48,57,16,0,,
613,06/11/2004,54,55,13,44,06,19,0,,
612,03/11/2004,55,33,15,50,53,18,0,,
611,30/10/2004,22,21,33,16,48,49,0,,
610,27/10/2004,25,49,30,43,47,45,0,,
609,23/10/2004,15,02,59,60,06,58,0,,
608,20/10/2004,30,06,37,19,24,13,0,,
607,16/10/2004,06,59,11,27,19,41,0,,
606,13/10/2004,41,06,23,55,32,35,1,"11,878,491.65",
605,09/10/2004,44,52,53,04,49,24,0,,
604,06/10/2004,41,49,51,25,15,46,0,,
603,02/10/2004,04,08,11,29,12,44,1,"24,750,883.61",
602,29/09/2004,38,60,13,07,55,46,0,,
601,25/09/2004,37,19,29,30,10,22,0,,
600,22/09/2004,18,39,54,34,31,16,0,,
599,18/09/2004,06,45,51,09,23,04,0,,
598,15/09/2004,05,16,53,38,50,34,2,"23,179,951.19",
597,11/09/2004,42,40,27,22,56,29,0,,
596,08/09/2004,43,60,28,11,54,14,0,,
595,04/09/2004,54,02,43,01,50,25,0,,
594,01/09/2004,10,53,55,29,13,47,0,,
593,28/08/2004,27,29,01,59,25,49,0,,
592,25/08/2004,55,14,59,47,13,42,0,,
591,21/08/2004,58,03,18,50,34,01,0,,
590,18/08/2004,25,51,05,18,04,28,0,,
589,14/08/2004,13,07,33,59,06,08,0,,
588,11/08/2004,45,13,46,55,53,11,0,,
587,07/08/2004,30,02,36,18,60,29,0,,
586,04/08/2004,45,38,13,11,54,39,0,,
585,31/07/2004,24,39,12,33,57,36,1,"10,166,807.68",
584,28/07/2004,30,53,23,07,32,08,0,,
583,24/07/2004,55,06,41,20,43,07,0,,
582,21/07/2004,13,40,29,59,45,51,0,,
581,17/07/2004,30,25,52,14,39,17,1,"11,781,320.02",
580,14/07/2004,38,16,18,28,15,47,0,,
579,10/07/2004,15,34,39,17,04,09,1,"1,175,432.13",
578,07/07/2004,48,03,58,18,56,23,1,"3,982,872.62",
577,03/07/2004,31,47,28,23,08,24,0,,
576,30/06/2004,18,43,52,39,07,08,0,,
575,26/06/2004,18,29,21,48,35,05,2,"25,737,016.52",
574,23/06/2004,32,23,02,10,44,17,0,,
573,19/06/2004,59,29,17,06,40,22,0,,
572,16/06/2004,33,03,20,60,09,16,0,,
571,12/06/2004,14,31,12,13,51,50,0,,
570,09/06/2004,35,32,36,33,51,15,0,,
569,05/06/2004,32,15,14,09,03,57,1,"46,663,532.70",
568,02/06/2004,25,41,17,29,13,22,0,,
567,29/05/2004,57,58,11,38,41,31,0,,
566,26/05/2004,17,06,20,18,13,37,0,,
565,22/05/2004,31,37,35,07,45,34,0,,
564,19/05/2004,38,13,32,20,10,49,0,,
563,15/05/2004,34,08,23,44,51,05,0,,
562,12/05/2004,37,35,23,16,57,55,0,,
561,08/05/2004,39,49,36,20,55,01,0,,
560,05/05/2004,32,18,11,30,02,58,0,,
559,01/05/2004,53,25,36,13,17,06,1,"3,707,152.54",
558,28/04/2004,59,57,07,58,31,14,0,,
557,24/04/2004,18,49,38,23,08,12,0,,
556,21/04/2004,08,45,30,33,17,10,0,,
555,17/04/2004,49,05,23,33,45,31,1,"23,810,057.19",
554,14/04/2004,47,29,31,15,60,42,0,,
553,10/04/2004,43,46,58,53,54,04,0,,
552,07/04/2004,22,54,52,47,49,09,0,,
551,03/04/2004,56,48,57,21,12,46,0,,
550,31/03/2004,17,56,16,38,39,45,0,,
549,27/03/2004,13,51,58,22,46,08,0,,
548,24/03/2004,51,49,14,47,59,58,0,,
547,20/03/2004,04,59,13,53,28,30,1,"1,746,857.35",
546,17/03/2004,46,04,54,17,13,05,0,,
545,13/03/2004,43,35,57,29,40,17,1,"6,409,645.53",
544,10/03/2004,11,33,56,47,17,34,0,,
543,06/03/2004,35,54,37,42,49,46,1,"1,836,749.58",
542,03/03/2004,49,04,19,28,35,06,0,,
541,28/02/2004,58,57,27,13,49,52,1,"9,144,543.50",
540,21/02/2004,22,04,30,44,28,49,0,,
539,18/02/2004,16,50,55,06,47,19,0,,
538,14/02/2004,45,43,56,25,52,03,0,,
537,11/02/2004,37,03,19,34,39,07,1,"2,054,340.05",
536,07/02/2004,14,22,25,15,37,23,0,,
535,04/02/2004,49,14,47,56,06,28,1,"7,834,139.14",
534,31/01/2004,48,57,23,08,31,03,1,"15,184,658.12",
533,28/01/2004,27,18,13,59,21,53,0,,
532,24/01/2004,13,04,12,53,09,52,0,,
531,21/01/2004,03,01,35,07,18,50,0,,
530,17/01/2004,32,21,25,01,06,49,0,,
529,14/01/2004,56,45,13,33,38,01,15,"348,732.75",
528,10/01/2004,34,28,37,12,08,31,0,,
527,07/01/2004,17,14,50,52,06,26,0,,
526,03/01/2004,03,59,21,36,55,31,0,,
525,27/12/2003,26,32,24,49,08,10,2,"10,208,722.99",
524,20/12/2003,47,29,34,48,19,41,1,"42,794,697.56",
523,17/12/2003,45,58,40,39,28,44,0,,
522,13/12/2003,49,52,15,25,14,06,0,,
521,10/12/2003,28,32,38,25,15,45,0,,
520,06/12/2003,32,34,17,35,09,12,0,,
519,03/12/2003,09,36,15,19,42,22,0,,
518,29/11/2003,44,08,05,15,18,10,0,,
517,26/11/2003,51,32,08,28,38,07,0,,
516,22/11/2003,24,05,34,13,35,33,0,,
515,19/11/2003,39,16,57,15,45,48,0,,
514,15/11/2003,15,52,40,36,51,42,0,,
513,12/11/2003,46,10,27,19,33,39,0,,
512,08/11/2003,08,40,58,04,53,31,3,"653,828.50",
511,05/11/2003,08,36,34,37,03,04,0,,
510,01/11/2003,30,45,58,01,04,41,2,"4,252,983.06",
509,29/10/2003,32,55,34,35,28,33,0,,
508,25/10/2003,46,56,05,15,45,10,0,,
507,22/10/2003,44,58,05,27,33,03,2,"1,963,484.53",
506,18/10/2003,31,37,34,15,38,04,0,,
505,15/10/2003,47,20,52,03,46,28,0,,
504,11/10/2003,39,19,11,08,50,30,0,,
503,08/10/2003,10,21,48,27,49,07,0,,
502,04/10/2003,50,07,33,21,24,13,2,"730,915.33",
501,01/10/2003,34,27,56,28,16,39,0,,
500,27/09/2003,35,21,54,29,38,36,1,"9,394,248.83",
499,20/09/2003,59,01,11,05,44,04,1,"8,698,099.22",
498,17/09/2003,49,28,02,06,57,50,0,,
497,13/09/2003,09,41,32,13,58,20,0,,
496,10/09/2003,41,20,19,29,59,10,0,,
495,06/09/2003,36,15,60,08,29,49,0,,
494,03/09/2003,28,32,49,53,18,20,0,,
493,30/08/2003,54,20,03,18,42,24,0,,
492,27/08/2003,57,02,15,06,56,18,0,,
491,23/08/2003,22,43,15,55,09,01,1,"849,344.26",
490,20/08/2003,05,11,29,54,23,58,1,"11,070,173.50",
489,16/08/2003,28,36,17,53,33,59,0,,
488,13/08/2003,30,39,35,43,15,57,0,,
487,09/08/2003,25,22,48,52,54,08,2,"467,702.34",
486,06/08/2003,50,42,19,08,30,14,1,"5,125,800.12",
485,02/08/2003,38,28,52,30,19,57,0,,
484,30/07/2003,53,19,38,18,17,49,0,,
483,26/07/2003,16,23,35,18,44,59,0,,
482,23/07/2003,13,56,12,33,53,54,0,,
481,19/07/2003,42,06,24,44,22,13,3,"6,796,888.03",
480,16/07/2003,36,38,33,14,49,41,0,,
479,12/07/2003,20,54,58,26,41,46,0,,
478,09/07/2003,30,08,31,03,21,25,0,,
477,05/07/2003,47,34,08,06,18,38,3,"10,401,481.92",
476,02/07/2003,38,43,20,55,17,58,0,,
475,28/06/2003,19,06,43,52,08,22,0,,
474,25/06/2003,34,03,12,50,32,40,0,,
473,21/06/2003,51,07,58,49,23,41,0,,
472,18/06/2003,12,03,38,29,51,04,0,,
471,14/06/2003,51,59,31,05,36,32,0,,
470,11/06/2003,51,58,23,11,08,37,0,,
469,07/06/2003,29,47,42,21,13,26,2,"2,596,432.92",
468,04/06/2003,23,06,25,39,51,05,0,,
467,31/05/2003,38,21,08,22,18,60,0,,
466,28/05/2003,28,16,45,29,30,11,0,,
465,24/05/2003,46,31,01,57,22,51,0,,
464,21/05/2003,06,33,45,38,24,50,1,"28,414,544.43",
463,17/05/2003,07,18,02,45,03,53,0,,
462,14/05/2003,27,48,17,19,26,22,0,,
461,10/05/2003,30,17,20,29,15,60,0,,
460,07/05/2003,19,55,30,23,37,49,0,,
459,03/05/2003,43,17,08,15,49,39,0,,
458,30/04/2003,43,53,13,32,34,24,0,,
457,26/04/2003,48,15,24,27,17,32,3,"10,000,441.74",
456,23/04/2003,17,40,22,27,33,03,0,,
455,19/04/2003,50,15,17,02,14,59,0,,
454,16/04/2003,04,17,42,56,46,24,0,,
453,12/04/2003,58,52,08,34,20,23,0,,
452,09/04/2003,54,11,51,16,36,30,0,,
451,05/04/2003,23,18,31,17,53,28,0,,
450,02/04/2003,59,51,13,01,09,50,0,,
449,29/03/2003,34,56,24,01,49,08,0,,
448,26/03/2003,05,03,52,45,09,51,0,,
447,22/03/2003,24,55,15,33,25,42,0,,
